"fiscal_year","contractor","award"
"1995-09-30T00:00:00.000","Johnson/Long Dance Company","11003"
"1995-09-30T00:00:00.000","Blue Lapis Light, Inc.","11500"
"1995-09-30T00:00:00.000","Texas Folklife Resources","11500"
"1995-09-30T00:00:00.000","Artists' Legal & Accounting Assistance of Austin","12706"
"1995-09-30T00:00:00.000","Austin League of Tejano Artists","12889"
"1995-09-30T00:00:00.000","Vortex Repertory Company","13385"
"1995-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company","14093"
"1995-09-30T00:00:00.000","Hyde Park Theatre","14500"
"1995-09-30T00:00:00.000","Jumpstart Artist Group","15500"
"1995-09-30T00:00:00.000","Zilker Theatre Productions","16236"
"1995-09-30T00:00:00.000","Austin Visual Arts Association","17339"
"1995-09-30T00:00:00.000","Arthouse at the Jones Center (merged into AMOA during FY2012)","17348"
"1995-09-30T00:00:00.000","Robot Group","18636"
"1995-09-30T00:00:00.000","Creative Opportunity Orchestra, Inc.","21783"
"1995-09-30T00:00:00.000","Austin Contemporary Ballet/ Texas Youth Ballet","25000"
"1995-09-30T00:00:00.000","Austin Creative Alliance","25630"
"1995-09-30T00:00:00.000","Writer's League of Texas","26000"
"1995-09-30T00:00:00.000","Academia (Aztlan) De Danza Y Folklore","29450"
"1995-09-30T00:00:00.000","Ballet East Dance Company","30500"
"1995-09-30T00:00:00.000","Roy Lozano's Ballet Folklorico de Texas","34000"
"1995-09-30T00:00:00.000","Dance Umbrella","35053"
"1995-09-30T00:00:00.000","Austin Federation of Musicians","36144"
"1995-09-30T00:00:00.000","La Peña","43223"
"1995-09-30T00:00:00.000","Austin Theatre Alliance (formerly Paramount Theatre and State Theatre)","44100"
"1995-09-30T00:00:00.000","Austin Theatre Alliance (formerly State Theatre Company portion before merger)","44900"
"1995-09-30T00:00:00.000","Zachary Scott Theatre Center","47398"
"1995-09-30T00:00:00.000","Austin Children's Museum DBA Thinkery","48451"
"1995-09-30T00:00:00.000","Sharir + Bustamante Danceworks","51447"
"1995-09-30T00:00:00.000","Center For Women & Their Work","53927"
"1995-09-30T00:00:00.000","Capitol City Playhouse","56796"
"1995-09-30T00:00:00.000","Ballet Austin, Inc.","57350"
"1995-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","68505"
"1995-09-30T00:00:00.000","Mexic-Arte Museum","73067"
"1995-09-30T00:00:00.000","Austin Symphony Orchestra Society, Inc.","83505"
"1995-09-30T00:00:00.000","The Contemporary Austin Museum Inc","150000"
"1996-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","1000"
"1996-09-30T00:00:00.000","Remembrance Through the Performing Arts","1000"
"1996-09-30T00:00:00.000","Austin Area Community Philharmonic","1265"
"1996-09-30T00:00:00.000","Grace, Dory","1400"
"1996-09-30T00:00:00.000","Legends Project","1500"
"1996-09-30T00:00:00.000","Salvage Vanguard Theatre","1543"
"1996-09-30T00:00:00.000","Meyer, Delia","1706"
"1996-09-30T00:00:00.000","Playfest","2000"
"1996-09-30T00:00:00.000","Brown, Stephen","2155"
"1996-09-30T00:00:00.000","Austin Chamber Ensemble","2170"
"1996-09-30T00:00:00.000","Green, Bryan","2489"
"1996-09-30T00:00:00.000","Dancer's Edge","2500"
"1996-09-30T00:00:00.000","Ourstory","2500"
"1996-09-30T00:00:00.000","Performance Encounters","2500"
"1996-09-30T00:00:00.000","Austin Jazz Band","2597"
"1996-09-30T00:00:00.000","Sankofa (Foscette), Nailah","2700"
"1996-09-30T00:00:00.000","Veintemillas, Carlos","2700"
"1996-09-30T00:00:00.000","Austin Children's Choir","2775"
"1996-09-30T00:00:00.000","Informe-Sida","2800"
"1996-09-30T00:00:00.000","Cultural Warriors","2882"
"1996-09-30T00:00:00.000","Austin Lite Opera Ensemble","2930"
"1996-09-30T00:00:00.000","STILLPOINT Dance","3000"
"1996-09-30T00:00:00.000","Chorus Austin/ Handel-Haydn Joint Project","3017"
"1996-09-30T00:00:00.000","Youth Ballet Theatre","3058"
"1996-09-30T00:00:00.000","Austin Heart of Film Festival","3100"
"1996-09-30T00:00:00.000","McPherson, Dunya Dianne","3188"
"1996-09-30T00:00:00.000","Hyde Park Theatre/ MS/Nerve Dance Co.","3228"
"1996-09-30T00:00:00.000","One World/ Nada Stearns","3267"
"1996-09-30T00:00:00.000","Topos Art Space","3313"
"1996-09-30T00:00:00.000","Manosevitz, Carolyn","3412"
"1996-09-30T00:00:00.000","Teatro Comunitario en Español","3415"
"1996-09-30T00:00:00.000","Central Texas Bluegrass","3483"
"1996-09-30T00:00:00.000","Borderlands Texas Poetry aka Texas Poetry Review (also Ramona Cearley)","3500"
"1996-09-30T00:00:00.000","Day Without Art","3511"
"1996-09-30T00:00:00.000","Sylviana y Estampa Española","3575"
"1996-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)","3600"
"1996-09-30T00:00:00.000","Hyde Park Theatre","22960"
"1996-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","3635"
"1996-09-30T00:00:00.000","Film Society of Austin, Inc.","3700"
"1996-09-30T00:00:00.000","Austin Vocal Arts Ensemble","3767"
"1996-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","3767"
"1996-09-30T00:00:00.000","Salon Concerts, Inc.","3850"
"1996-09-30T00:00:00.000","Texas Music Museum","3983"
"1996-09-30T00:00:00.000","Centro de Arte y Cultura Nahualli","3987"
"1996-09-30T00:00:00.000","Book Boosters","4000"
"1996-09-30T00:00:00.000","Children of Light Players","4000"
"1996-09-30T00:00:00.000","Kathy Dunn Hamrick Dance Co.","4000"
"1996-09-30T00:00:00.000","Mexic-Arte Museum/ Kenneth W. Jones","4000"
"1996-09-30T00:00:00.000","Mitchell, Mark","4000"
"1996-09-30T00:00:00.000","Birchum, Jana","4012"
"1996-09-30T00:00:00.000","Art Spark Texas","4100"
"1996-09-30T00:00:00.000","One World/ Julian Goldstein","4200"
"1996-09-30T00:00:00.000","Women in Jazz Association","4200"
"1996-09-30T00:00:00.000","Second Youth","4210"
"1996-09-30T00:00:00.000","Chamber Soloists of Austin, Inc.","4267"
"1996-09-30T00:00:00.000","River City Pops","4275"
"1996-09-30T00:00:00.000","Public Domain","4453"
"1996-09-30T00:00:00.000","Bright, Susan","4500"
"1996-09-30T00:00:00.000","Oleson, Jill","4659"
"1996-09-30T00:00:00.000","Center for Women & Their Work / Michele Owens-Pearce","4710"
"1996-09-30T00:00:00.000","Bradford, K.","4800"
"1996-09-30T00:00:00.000","Turner, Jimmy","4820"
"1996-09-30T00:00:00.000","Austin Civic Orchestra Society","4846"
"1996-09-30T00:00:00.000","Austin Area Art from the Streets","4904"
"1996-09-30T00:00:00.000","Austin Jazz Workshop, Inc.","4925"
"1996-09-30T00:00:00.000","New Texas Music Works","4938"
"1996-09-30T00:00:00.000","Capital City Men's Chorus","5000"
"1996-09-30T00:00:00.000","Ariel Dance Theatre","5238"
"1996-09-30T00:00:00.000","Mexic-Arte Museum/ Robert Rodriguez","5498"
"1996-09-30T00:00:00.000","Austin Creative Alliance / Bob Livingston","5500"
"1996-09-30T00:00:00.000","Austin Acoustic Music Festival","5517"
"1996-09-30T00:00:00.000","Shaver, Mary","6000"
"1996-09-30T00:00:00.000","Chicano/Latino Film Forum","6400"
"1996-09-30T00:00:00.000","Artists' Coalition of Austin","6411"
"1996-09-30T00:00:00.000","Austin Boys Choir","6421"
"1996-09-30T00:00:00.000","Jumpstart Artist Group","6500"
"1996-09-30T00:00:00.000","Teatro Humanidad Cansada","6700"
"1996-09-30T00:00:00.000","First Stage Productions","6741"
"1996-09-30T00:00:00.000","Chorus Austin","6967"
"1996-09-30T00:00:00.000","Pulido, Pio","7047"
"1996-09-30T00:00:00.000","Outreach Productions","7150"
"1996-09-30T00:00:00.000","Different Stages, Inc.","7543"
"1996-09-30T00:00:00.000","Austin Chamber Music Center, Inc.","7650"
"1996-09-30T00:00:00.000","Red Salmon Arts","7900"
"1996-09-30T00:00:00.000","Great Promise for American Indians, Inc.","8200"
"1996-09-30T00:00:00.000","Austin Shakespeare Festival","8512"
"1996-09-30T00:00:00.000","Believe in Me Project, Inc.","8680"
"1996-09-30T00:00:00.000","Bravo, Maria","9085"
"1996-09-30T00:00:00.000","Austin Dance Ensemble","9204"
"1996-09-30T00:00:00.000","Austin Choral Union","9478"
"1996-09-30T00:00:00.000","Serie Project, Inc.","10095"
"1996-09-30T00:00:00.000","Texas Circuit","10170"
"1996-09-30T00:00:00.000","Austin Symphonic Band","10875"
"1996-09-30T00:00:00.000","Blue Lapis Light, Inc.","11000"
"1996-09-30T00:00:00.000","Artists' Legal & Accounting Assistance of Austin","12500"
"1996-09-30T00:00:00.000","Austin League of Tejano Artists","12988"
"1996-09-30T00:00:00.000","Vortex Repertory Company","13385"
"1996-09-30T00:00:00.000","Austix","14000"
"1996-09-30T00:00:00.000","Center for Women & Their Work and Dance Umbrella Joint Project","14100"
"1996-09-30T00:00:00.000","Austin Visual Arts Association","16119"
"1996-09-30T00:00:00.000","Zilker Theatre Productions","16960"
"1996-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company","17319"
"1996-09-30T00:00:00.000","Robot Group","17362"
"1996-09-30T00:00:00.000","Arthouse at the Jones Center (merged into AMOA during FY2012)","17931"
"1996-09-30T00:00:00.000","One World","18000"
"1996-09-30T00:00:00.000","Texas Folklife Resources","19500"
"1996-09-30T00:00:00.000","Creative Opportunity Orchestra, Inc.","21783"
"1996-09-30T00:00:00.000","Johnson/Long Dance Company","22300"
"1996-09-30T00:00:00.000","Writer's League of Texas","26000"
"1996-09-30T00:00:00.000","Austin Contemporary Ballet/ Texas Youth Ballet","26500"
"1996-09-30T00:00:00.000","Austin Creative Alliance","27000"
"1996-09-30T00:00:00.000","Academia (Aztlan) De Danza Y Folklore","30450"
"1996-09-30T00:00:00.000","Dance Umbrella","31453"
"1996-09-30T00:00:00.000","Roy Lozano's Ballet Folklorico de Texas","35000"
"1996-09-30T00:00:00.000","Austin Federation of Musicians","36144"
"1996-09-30T00:00:00.000","Ballet East Dance Company","38000"
"1996-09-30T00:00:00.000","Capitol City Playhouse","41000"
"1996-09-30T00:00:00.000","La Peña","43224"
"1996-09-30T00:00:00.000","Austin Theatre Alliance (formerly Paramount Theatre and State Theatre)","44100"
"1996-09-30T00:00:00.000","Austin Theatre Alliance (formerly State Theatre Company portion before merger)","44900"
"1996-09-30T00:00:00.000","Zachary Scott Theatre Center","47398"
"1996-09-30T00:00:00.000","Sharir + Bustamante Danceworks","51447"
"1996-09-30T00:00:00.000","Ballet Austin, Inc.","57350"
"1996-09-30T00:00:00.000","Center For Women & Their Work","61200"
"1996-09-30T00:00:00.000","Austin Children's Museum DBA Thinkery","69000"
"1996-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","73000"
"1996-09-30T00:00:00.000","Mexic-Arte Museum","79067"
"1996-09-30T00:00:00.000","Austin Symphony Orchestra Society, Inc.","83505"
"1996-09-30T00:00:00.000","The Contemporary Austin Museum Inc","150000"
"1997-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","1000"
"1997-09-30T00:00:00.000","Sippio, Darreyl","1000"
"1997-09-30T00:00:00.000","Austin Musical Theatre DBA Broadway Texas","1173"
"1997-09-30T00:00:00.000","Remembrance Through the Performing Arts","1400"
"1997-09-30T00:00:00.000","Austin Area Community Philharmonic","1500"
"1997-09-30T00:00:00.000","Green, Bryan","1500"
"1997-09-30T00:00:00.000","Meredith, Fred A.","1500"
"1997-09-30T00:00:00.000","Moody, Sid","1500"
"1997-09-30T00:00:00.000","Stephens, Phillip","1500"
"1997-09-30T00:00:00.000","Central Texas Bluegrass","1696"
"1997-09-30T00:00:00.000","Dancer's Edge","1700"
"1997-09-30T00:00:00.000","Austin Girls Choir","1863"
"1997-09-30T00:00:00.000","Austin Civic Orchestra Society","1900"
"1997-09-30T00:00:00.000","Austin Heart of Film Festival","2000"
"1997-09-30T00:00:00.000","Beckham, Andrea","2000"
"1997-09-30T00:00:00.000","Dinitz, Karen","2000"
"1997-09-30T00:00:00.000","Otis, Jamie","2000"
"1997-09-30T00:00:00.000","Ramirez, Alex","2000"
"1997-09-30T00:00:00.000","Shaver, Mary","2000"
"1997-09-30T00:00:00.000","Yanez, Sr.","2000"
"1997-09-30T00:00:00.000","Meyer, Delia","2006"
"1997-09-30T00:00:00.000","Austin Chamber Ensemble","2170"
"1997-09-30T00:00:00.000","Salvage Vanguard Theatre","2400"
"1997-09-30T00:00:00.000","Third Coast Repertory Theatre","2500"
"1997-09-30T00:00:00.000","Austin Jazz Band","2597"
"1997-09-30T00:00:00.000","Griesbach, Tita","2600"
"1997-09-30T00:00:00.000","Performance Encounters","2700"
"1997-09-30T00:00:00.000","Veintemillas, Carlos","2700"
"1997-09-30T00:00:00.000","Austin Children's Choir","2775"
"1997-09-30T00:00:00.000","Austin League of Minority Artists","3000"
"1997-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Kocher","3000"
"1997-09-30T00:00:00.000","Legends Project","3000"
"1997-09-30T00:00:00.000","STILLPOINT Dance","3000"
"1997-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)","3000"
"1997-09-30T00:00:00.000","Topos Art Space","3000"
"1997-09-30T00:00:00.000","Chorus Austin/ Handel-Haydn Joint Project","3050"
"1997-09-30T00:00:00.000","Youth Ballet Theatre","3058"
"1997-09-30T00:00:00.000","Austin Lite Opera Ensemble","3066"
"1997-09-30T00:00:00.000","Cultural Warriors","3150"
"1997-09-30T00:00:00.000","Inside Out Steelband","3179"
"1997-09-30T00:00:00.000","Greene, Patricia","3200"
"1997-09-30T00:00:00.000","Manosevitz, Carolyn","3412"
"1997-09-30T00:00:00.000","Borderlands Texas Poetry aka Texas Poetry Review (also Ramona Cearley)","3500"
"1997-09-30T00:00:00.000","McPherson, Dunya Dianne","3500"
"1997-09-30T00:00:00.000","Brown, Stephen","3800"
"1997-09-30T00:00:00.000","Salon Concerts, Inc.","3850"
"1997-09-30T00:00:00.000","Austin Creative Alliance / Cosmic Intuition Productions","4000"
"1997-09-30T00:00:00.000","Informe-Sida","4000"
"1997-09-30T00:00:00.000","International Women's Day Community","4000"
"1997-09-30T00:00:00.000","Mitchell, Mark","4000"
"1997-09-30T00:00:00.000","Austin Vocal Arts Ensemble","4046"
"1997-09-30T00:00:00.000","Art Spark Texas","4100"
"1997-09-30T00:00:00.000","One World/ Nada Stearns","4129"
"1997-09-30T00:00:00.000","Jumpstart Artist Group","4200"
"1997-09-30T00:00:00.000","Karttunen, Frances","4200"
"1997-09-30T00:00:00.000","Playfest","4350"
"1997-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","4500"
"1997-09-30T00:00:00.000","Bright, Susan","4500"
"1997-09-30T00:00:00.000","Teatro Comunitario en Español","4500"
"1997-09-30T00:00:00.000","Texas Music Museum","4529"
"1997-09-30T00:00:00.000","River City Pops","4563"
"1997-09-30T00:00:00.000","Kathy Dunn Hamrick Dance Co.","4600"
"1997-09-30T00:00:00.000","Children of Light Players","4772"
"1997-09-30T00:00:00.000","Austin Area Art from the Streets","4904"
"1997-09-30T00:00:00.000","Austin Jazz Workshop, Inc.","4925"
"1997-09-30T00:00:00.000","Book Boosters","5000"
"1997-09-30T00:00:00.000","Fleshman, Karen","5000"
"1997-09-30T00:00:00.000","Hyde Park Theatre/ MS/Nerve Dance Co.","5000"
"1997-09-30T00:00:00.000","Multimedia Café","5000"
"1997-09-30T00:00:00.000","Sankofa (Foscette), Nailah","5000"
"1997-09-30T00:00:00.000","New Texas Music Works","5046"
"1997-09-30T00:00:00.000","Capital City Men's Chorus","5353"
"1997-09-30T00:00:00.000","Austin Creative Alliance / Bob Livingston","5500"
"1997-09-30T00:00:00.000","Austin Acoustic Music Festival","5517"
"1997-09-30T00:00:00.000","Day Without Art","6000"
"1997-09-30T00:00:00.000","One World/ Julian Goldstein","6000"
"1997-09-30T00:00:00.000","Center for Women & Their Work / Michele Owens-Pearce","6238"
"1997-09-30T00:00:00.000","Austin Boys Choir","6421"
"1997-09-30T00:00:00.000","Sylviana y Estampa Española","6500"
"1997-09-30T00:00:00.000","A. Mozart Fest","6729"
"1997-09-30T00:00:00.000","Turner, Jimmy","7000"
"1997-09-30T00:00:00.000","Artists' Coalition of Austin","7300"
"1997-09-30T00:00:00.000","Chamber Soloists of Austin, Inc.","7379"
"1997-09-30T00:00:00.000","Chorus Austin","7459"
"1997-09-30T00:00:00.000","Bradford, K.","7500"
"1997-09-30T00:00:00.000","Pulido, Pio","7647"
"1997-09-30T00:00:00.000","Centro de Arte y Cultura Nahualli","7974"
"1997-09-30T00:00:00.000","Mexic-Arte Museum/ Robert Rodriguez","8000"
"1997-09-30T00:00:00.000","Ourstory","8000"
"1997-09-30T00:00:00.000","Robot Group","8000"
"1997-09-30T00:00:00.000","Valdez, Raul","8000"
"1997-09-30T00:00:00.000","Different Stages, Inc.","8076"
"1997-09-30T00:00:00.000","Film Society of Austin, Inc.","8500"
"1997-09-30T00:00:00.000","Austin Shakespeare Festival","8512"
"1997-09-30T00:00:00.000","Public Domain","8561"
"1997-09-30T00:00:00.000","Believe in Me Project, Inc.","8680"
"1997-09-30T00:00:00.000","Austin Dance Ensemble","9000"
"1997-09-30T00:00:00.000","Bravo, Maria","9085"
"1997-09-30T00:00:00.000","Chicano/Latino Film Forum","10000"
"1997-09-30T00:00:00.000","First Stage Productions","10000"
"1997-09-30T00:00:00.000","Latino Arts Consortium of Austin","10000"
"1997-09-30T00:00:00.000","Mexic-Arte Museum & Roy Lozano Ballet Folklorico Joint Project","10000"
"1997-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","10000"
"1997-09-30T00:00:00.000","Mexic-Arte Museum/ Kenneth W. Jones","10000"
"1997-09-30T00:00:00.000","Teatro Humanidad Cansada","10000"
"1997-09-30T00:00:00.000","Austin Choral Union","10148"
"1997-09-30T00:00:00.000","Ariel Dance Theatre","10238"
"1997-09-30T00:00:00.000","Texas Circuit","10470"
"1997-09-30T00:00:00.000","Great Promise for American Indians, Inc.","11000"
"1997-09-30T00:00:00.000","Austin Symphonic Band","11644"
"1997-09-30T00:00:00.000","Center for Women & Their Work and Dance Umbrella Joint Project","12000"
"1997-09-30T00:00:00.000","Outreach Productions","13000"
"1997-09-30T00:00:00.000","Artists' Legal & Accounting Assistance of Austin","13383"
"1997-09-30T00:00:00.000","Red Salmon Arts","13500"
"1997-09-30T00:00:00.000","Austin League of Tejano Artists","13989"
"1997-09-30T00:00:00.000","Vortex Repertory Company","14331"
"1997-09-30T00:00:00.000","Austix","14800"
"1997-09-30T00:00:00.000","Austin Chamber Music Center, Inc.","15000"
"1997-09-30T00:00:00.000","Women in Jazz Association","15000"
"1997-09-30T00:00:00.000","One World","15500"
"1997-09-30T00:00:00.000","Serie Project, Inc.","15900"
"1999-09-30T00:00:00.000","Hoffman","2000"
"1997-09-30T00:00:00.000","Austin Visual Arts Association","16550"
"1997-09-30T00:00:00.000","Zilker Theatre Productions","16960"
"1997-09-30T00:00:00.000","Creative Opportunity Orchestra, Inc.","23323"
"1997-09-30T00:00:00.000","Johnson/Long Dance Company","25000"
"1997-09-30T00:00:00.000","Texas Folklife Resources","25000"
"1997-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company","25000"
"1997-09-30T00:00:00.000","Hyde Park Theatre","26300"
"1997-09-30T00:00:00.000","Writer's League of Texas","27838"
"1997-09-30T00:00:00.000","Austin Contemporary Ballet/ Texas Youth Ballet","28373"
"1997-09-30T00:00:00.000","Austin Creative Alliance","28908"
